yr_cde,trm_cde,crs_comp1,crs_comp2,crs_comp3,crs_title,credit_hrs,crs_capacity,crs_enrollment,monday_cde,tuesday_cde,wednesday_cde,thursday_cde,friday_cde,begin_tim,end_tim,last_name,first_name,preferred_name,comment_txt
2018,10,ABRD,300,A,STUDY ABROAD,0,50,16,,,,,,,,Johnson,Lois,,
2018,10,ACCT,201,A,PRINCIPLES OF ACCOUNTING I,3,28,28,M,,W,,F,8:00:00 AM,8:50:00 AM,McFeaters,Michelle,,
2018,10,ACCT,201,A,PRINCIPLES OF ACCOUNTING I,3,28,28,,,,R,,4:00:00 PM,5:50:00 PM,McFeaters,Michelle,,
2018,10,ACCT,201,B,PRINCIPLES OF ACCOUNTING I,3,28,31,M,,W,,F,11:00:00 AM,11:50:00 AM,Stone,Jennifer,Nicole,
2018,10,ACCT,201,B,PRINCIPLES OF ACCOUNTING I,3,28,31,M,,,,,4:00:00 PM,5:50:00 PM,Stone,Jennifer,Nicole,
2018,10,ACCT,201,C,PRINCIPLES OF ACCOUNTING I,3,28,28,M,,W,,F,12:00:00 PM,12:50:00 PM,Stone,Jennifer,Nicole,
2018,10,ACCT,201,C,PRINCIPLES OF ACCOUNTING I,3,28,28,M,,,,,4:00:00 PM,5:50:00 PM,Stone,Jennifer,Nicole,
2018,10,ACCT,201,D,PRINCIPLES OF ACCOUNTING I,3,28,29,M,,W,,F,1:00:00 PM,1:50:00 PM,Russin,Amy,,
2018,10,ACCT,201,D,PRINCIPLES OF ACCOUNTING I,3,28,29,,,W,,,4:00:00 PM,5:50:00 PM,Russin,Amy,,
2018,10,ACCT,201,E,PRINCIPLES OF ACCOUNTING I,3,28,29,M,,W,,F,2:00:00 PM,2:50:00 PM,Russin,Amy,,
2018,10,ACCT,201,E,PRINCIPLES OF ACCOUNTING I,3,28,29,,,W,,,4:00:00 PM,5:50:00 PM,Russin,Amy,,
2018,10,ACCT,201,F,PRINCIPLES OF ACCOUNTING I,3,28,29,M,,W,,F,3:00:00 PM,3:50:00 PM,Russin,Amy,,
2018,10,ACCT,201,F,PRINCIPLES OF ACCOUNTING I,3,28,29,,,W,,,4:00:00 PM,5:50:00 PM,Russin,Amy,,
2018,10,ACCT,301,A,INTERMEDIATE ACCOUNTING I,3,26,28,M,,W,,F,10:00:00 AM,10:50:00 AM,Baglia,David,,ACCT 202
2018,10,ACCT,301,A,INTERMEDIATE ACCOUNTING I,3,26,28,,,,R,,4:00:00 PM,5:50:00 PM,Baglia,David,,
2018,10,ACCT,301,B,INTERMEDIATE ACCOUNTING I,3,26,26,M,,W,,F,11:00:00 AM,11:50:00 AM,Baglia,David,,ACCT 202
2018,10,ACCT,301,B,INTERMEDIATE ACCOUNTING I,3,26,26,,,,R,,4:00:00 PM,5:50:00 PM,Baglia,David,,
2018,10,ACCT,303,A,COST ACCOUNTING,3,35,35,,T,,R,,8:00:00 AM,9:15:00 AM,McFeaters,Michelle,,ACCT 202; JR STANDING
2018,10,ACCT,390,A,STUDY: ANALYSIS FINANCIAL STATEMNTS,2,18,17,,T,,R,,10:05:00 AM,10:55:00 AM,Baglia,David,,ACCT 301
2018,10,ACCT,401,A,ADVANCED ACCOUNTING I,3,20,18,,T,,R,,10:05:00 AM,11:20:00 AM,Stone,Jennifer,Nicole,ACCT 302
2018,10,ACCT,401,B,ADVANCED ACCOUNTING I,3,24,20,,T,,R,,11:30:00 AM,12:45:00 PM,Stone,Jennifer,Nicole,ACCT 302
2018,10,ACCT,403,A,AUDITING,3,28,29,,T,,R,,1:00:00 PM,2:15:00 PM,Russin,Amy,,"ACCT 302, 321"
2018,10,ACCT,405,A,TAX ACCOUNTING,3,30,32,,T,,,,6:30:00 PM,9:00:00 PM,Snyder,Richard,,ACCT 202;SR STANDING
2018,10,ART,101,A,DRAWING,3,15,16,M,,W,,,10:00:00 AM,10:50:00 AM,Sanders,Glen,,
2018,10,ART,103,A,BEGINNING HAND BUILDING,3,15,12,,T,,R,,1:00:00 PM,2:15:00 PM,Rhoades,Kathy,,FEE REQUIRED
2018,10,ART,104,A,BEGINNING WHEEL THROWING,3,12,11,,T,,R,,10:05:00 AM,11:20:00 AM,Rhoades,Kathy,,FEE REQUIRED
2018,10,ART,104,B,BEGINNING WHEEL THROWING,3,12,12,,T,,R,,2:30:00 PM,3:45:00 PM,Rhoades,Kathy,,FEE REQUIRED
2018,10,ART,111,A,SCULPTURE,3,12,12,,,W,,,3:00:00 PM,5:30:00 PM,Rhoades,Kathy,,FEE REQUIRED
2018,10,ART,121,A,BEGINNING PRINTMAKING,3,15,14,,,W,,,6:30:00 PM,9:00:00 PM,Mucha,Nathanael,Nate,FEE REQUIRED
2018,10,ART,201,A,HIST & APPREC OF ART I,3,25,14,,T,,R,,10:05:00 AM,11:20:00 AM,Drake,Joshua,,HUMA 301
2018,10,ART,321,A,TEACHING ELEMENTARY ART,1,20,15,,T,,,,4:00:00 PM,4:50:00 PM,Sanders,Glen,,EDUC 327/SOPH STATUS
2018,10,ART,390,A,STUDY: GALLERY STUDIES,3,15,5,,,W,,,3:00:00 PM,5:30:00 PM,Rhoades,Kathy,,
2018,10,ASTR,206,A,INTRO TO SKY MOTIONS & PLANETS,3,45,42,M,,W,,F,1:00:00 PM,1:50:00 PM,Clem,James,,
2018,10,ASTR,310,A,INTRODUCTION TO ASTROPHYSICS,3,20,9,,T,,R,,2:30:00 PM,3:45:00 PM,Clem,James,,"AS206, 207;PH 101,102,121,122"
2018,10,BIOL,101,A,GENERAL BIOLOGY I,4,75,76,M,,W,,F,9:00:00 AM,9:50:00 AM,Pazehoski,Kristina,,LAB FEE
2018,10,BIOL,101,B,GENERAL BIOLOGY I,4,75,69,M,,W,,F,10:00:00 AM,10:50:00 AM,Pazehoski,Kristina,,LAB FEE
2018,10,BIOL,101,L,LABORATORY,0,28,27,M,,,,,2:00:00 PM,4:59:00 PM,Shaw,Kevin,,LAB FEE
2018,10,BIOL,101,M,LABORATORY,0,28,29,,T,,,,10:05:00 AM,12:59:00 PM,Lytle,Laurie,,LAB FEE
2018,10,BIOL,101,N,LABORATORY,0,28,28,,T,,,,2:30:00 PM,5:29:00 PM,Strain,Joy,,LAB FEE
2018,10,BIOL,101,O,LABORATORY,0,28,25,,,W,,,2:00:00 PM,4:59:00 PM,Jenkins,Stephen,,LAB FEE
2018,10,BIOL,101,P,LABORATORY,0,28,13,,,,R,,10:05:00 AM,12:59:00 PM,Lytle,Laurie,,LAB FEE
2018,10,BIOL,101,Q,LABORATORY,0,28,23,,,,R,,2:30:00 PM,5:29:00 PM,Strain,Joy,,LAB FEE
2018,10,BIOL,233,A,GENETICS,4,40,39,M,,W,,F,10:00:00 AM,10:50:00 AM,Antoszewski,Lisa,,"BIOL 102 REQ, BIOL 322 CO-REQ"
2018,10,BIOL,233,B,GENETICS,4,40,16,M,,W,,F,12:00:00 PM,12:50:00 PM,Antoszewski,Lisa,,"BIOL 102 REQ, BIOL 322 CO-REQ"
2018,10,BIOL,233,L,RECITATION,0,20,20,,T,,,,1:00:00 PM,2:15:00 PM,Antoszewski,Lisa,,BIOL 322 CO-REQ
2018,10,BIOL,233,N,RECITATION,0,20,18,,T,,,,2:30:00 PM,3:45:00 PM,Antoszewski,Lisa,,BIOL 322 CO-REQ
2018,10,BIOL,233,O,RECITATION,0,20,17,,T,,,,11:30:00 AM,12:45:00 PM,Antoszewski,Lisa,,BIOL 322 CO-REQ
2018,10,BIOL,301,A,ADVANCED GENETICS,4,9,11,,T,,R,,10:05:00 AM,11:20:00 AM,Stauff,Devin,,"BIOL 233 AND 234, LAB FEE"
2018,10,BIOL,301,L,LABORATORY,0,9,11,,T,,R,,11:30:00 AM,12:45:00 PM,Stauff,Devin,,"BIOL 234, LAB FEE"
2018,10,BIOL,305,A,PLANT TAXONOMY,4,20,12,M,,W,,F,10:00:00 AM,10:50:00 AM,Dudt,Jan,,BIOL 234  LAB FEE
2018,10,BIOL,305,L,LABORATORY,0,20,12,,,W,,,2:00:00 PM,4:59:00 PM,Dudt,Jan,,LAB FEE
2018,10,BIOL,313,A,HISTOLOGY,3,20,20,,T,,R,,1:00:00 PM,2:15:00 PM,Farone,Tracy,,
2018,10,BIOL,331,A,ECOLOGY,4,24,7,,T,,R,,8:00:00 AM,9:15:00 AM,Brenner,Frederic,Fred,BIOL 234 LAB FEE
2018,10,BIOL,331,L,LABORATORY,0,24,7,M,,,,,2:00:00 PM,4:59:00 PM,Brenner,Frederic,Fred,BIOL 234  LAB FEE
2018,10,BIOL,341,A,HUMAN/MAMMALIAN ANATOMY,4,55,43,M,,W,,F,11:00:00 AM,11:50:00 AM,Farone,Tracy,,BIOL 234 LAB FEE
2018,10,BIOL,341,L,LABORATORY,0,18,17,M,,,,,2:00:00 PM,3:59:00 PM,Farone,Tracy,,LAB FEE
2018,10,BIOL,341,M,LABORATORY,0,18,16,,T,,,,3:00:00 PM,4:59:00 PM,Farone,Tracy,,LAB FEE
2018,10,BIOL,341,N,LABORATORY,0,19,10,,,W,,,2:00:00 PM,3:59:00 PM,Farone,Tracy,,LAB FEE
2018,10,BIOL,372,A,CONTEMPORARY TOPICS,1,8,9,,,W,,,1:00:00 PM,1:50:00 PM,Stauff,Devin,,BIOL 234
2018,10,BIOL,390,A,STUDY: ENV MICROBIOLOGY,2,20,2,,T,,R,,10:05:00 AM,10:55:00 AM,Brenner,Frederic,Fred,BIOL 102
2018,10,BIOL,403,A,BASIS OF WILDLIFE BEHAVIOR,3,25,21,M,,W,,F,8:00:00 AM,8:50:00 AM,Brenner,Frederic,Fred,BIOL 234
2018,10,BIOL,407,A,MICROBIOLOGY,4,40,34,,T,,R,,8:00:00 AM,9:15:00 AM,Stauff,Devin,,BIOL 234  LAB FEE
2018,10,BIOL,407,L,LABORATORY,0,20,17,,T,,R,,1:00:00 PM,2:30:00 PM,Stauff,Devin,,LAB FEE
2018,10,BIOL,407,L,LABORATORY,0,20,17,,T,,R,,1:00:00 PM,2:30:00 PM,Stauff,Devin,,LAB FEE
2018,10,BIOL,407,M,LABORATORY,0,20,17,,T,,R,,3:00:00 PM,4:30:00 PM,Stauff,Devin,,LAB FEE
2018,10,BIOL,407,M,LABORATORY,0,20,17,,T,,R,,3:00:00 PM,4:30:00 PM,Stauff,Devin,,LAB FEE
2018,10,BIOL,409,A,ENTOMOLOGY,4,20,17,M,,W,,F,9:00:00 AM,9:50:00 AM,Jenkins,Stephen,,"BIOL 234, LAB FEE"
2018,10,BIOL,409,L,LABORATORY,0,20,17,,,,R,,2:00:00 PM,4:59:00 PM,Jenkins,Stephen,,LAB FEE
2018,10,BIOL,488,A,SEMINAR IN BIOLOGY,1,13,13,,,,,F,2:00:00 PM,2:50:00 PM,Farone,Tracy,,SR STATUS
2018,10,BIOL,488,B,SEMINAR IN BIOLOGY,1,13,13,,,,,F,1:00:00 PM,1:50:00 PM,Dudt,Jan,,SR STATUS
2018,10,CHEM,101,A,GENERAL CHEMISTRY I,4,60,63,M,,W,,F,10:00:00 AM,10:50:00 AM,Augspurger,Joseph,Joe,LAB FEE
2018,10,CHEM,101,B,GENERAL CHEMISTRY I,4,60,73,M,,W,,F,11:00:00 AM,11:50:00 AM,Guevara,Holly,,LAB FEE
2018,10,CHEM,101,L,LABORATORY,0,30,35,,,W,,,2:00:00 PM,4:59:00 PM,Guevara,Holly,,LAB FEE
2018,10,CHEM,101,M,LABORATORY,0,30,37,,,,R,,10:05:00 AM,12:59:00 PM,Kriley,Charles,Chuck,LAB FEE
2018,10,CHEM,101,N,LABORATORY,0,30,31,,,,R,,2:30:00 PM,5:29:00 PM,Guevara,Holly,,LAB FEE
2018,10,CHEM,101,O,LABORATORY,0,30,33,,,,,F,2:00:00 PM,4:59:00 PM,Guevara,Holly,,LAB FEE
2018,10,CHEM,105,A,CHEMISTRY FOR ENGINEERS,4,65,62,M,,W,,F,8:00:00 AM,8:50:00 AM,Falcetta,Michael,,LAB FEE
2018,10,CHEM,105,B,CHEMISTRY FOR ENGINEERS,4,65,46,M,,W,,F,9:00:00 AM,9:50:00 AM,Falcetta,Michael,,LAB FEE
2018,10,CHEM,105,L,LABORATORY,0,25,20,M,,,,,1:00:00 PM,2:59:00 PM,Falcetta,Michael,,LAB FEE
2018,10,CHEM,105,M,LABORATORY,0,25,22,M,,,,,3:00:00 PM,4:59:00 PM,Falcetta,Michael,,LAB FEE
2018,10,CHEM,105,N,LABORATORY,0,25,17,,T,,,,11:30:00 AM,1:29:00 PM,Falcetta,Michael,,LAB FEE
2018,10,CHEM,105,O,LABORATORY,0,25,25,,T,,,,1:30:00 PM,3:29:00 PM,Falcetta,Michael,,LAB FEE
2018,10,CHEM,105,P,LABORATORY,0,25,24,,T,,,,3:30:00 PM,5:30:00 PM,Falcetta,Michael,,LAB FEE
2018,10,CHEM,227,A,ANALYTICAL CHEMISTRY,4,28,23,M,,W,,F,10:00:00 AM,10:50:00 AM,Wong,Ven Ney,Venney,CHEM 102 LAB FEE
2018,10,CHEM,227,L,LABORATORY,0,14,12,,T,,,,2:30:00 PM,5:29:00 PM,Wong,Ven Ney,Venney,LAB FEE
2018,10,CHEM,227,M,LABORATORY,0,14,11,,,W,,,2:00:00 PM,4:59:00 PM,Wong,Ven Ney,Venney,LAB FEE
2018,10,CHEM,241,A,ORGANIC CHEMISTRY I,4,24,30,M,,W,,F,9:00:00 AM,9:50:00 AM,Cramer,Susan,,"CHEM102, CHEM-BIOC MJR,LAB FEE"
2018,10,CHEM,241,L,LABORATORY,0,12,17,,,W,,,2:00:00 PM,4:59:00 PM,Cramer,Susan,,LAB FEE
2018,10,CHEM,241,M,LABORATORY,0,12,13,,,,R,,10:05:00 AM,12:59:00 PM,Cramer,Susan,,LAB FEE
2018,10,CHEM,345,A,MICROSCOPIC PHYSICAL CHEMISTRY:,4,16,4,M,,W,,F,11:00:00 AM,11:50:00 AM,Augspurger,Joseph,Joe,"C102 OR 105;C231,M261 LAB FEE"
2018,10,CHEM,345,L,LABORATORY,0,16,4,M,,,,,2:00:00 PM,4:59:00 PM,Augspurger,Joseph,Joe,LAB FEE
2018,10,CHEM,351,A,BIOCHEMISTRY I,4,32,19,M,,W,,F,8:00:00 AM,8:50:00 AM,Shaw,Kevin,,CHEM 242  LAB FEE
2018,10,CHEM,351,L,LABORATORY,0,16,5,,,W,,,2:00:00 PM,4:59:00 PM,Shaw,Kevin,,LAB FEE
2018,10,CHEM,351,M,LABORATORY,0,16,14,,,,R,,2:00:00 PM,4:59:00 PM,Shaw,Kevin,,LAB FEE
2018,10,CHEM,390,A,STUDY: INTRO TO CLINICAL MEDICINE,1,24,16,,T,,,,6:30:00 PM,8:10:00 PM,Bridger,Daniel,Dan,"JR,SR  BIOL CHEM EX SCI MAJORS"
2018,10,CHEM,422,A,INORGANIC SYNTHESIS LABORATORY,2,10,9,,T,,R,,1:00:00 PM,3:59:00 PM,Kriley,Charles,Chuck,"CH 231,242; COREQ 431, LAB FEE"
2018,10,CHEM,431,A,ADV INORG/ORGANOMETALLIC  CHEMISTRY,2,25,10,M,,W,,,9:00:00 AM,9:50:00 AM,Kriley,Charles,Chuck,CHEM 231 AND CHEM 342 or 345
2018,10,CHEM,441,A,CRYSTAL STRUCTURE ANALYSIS,2,10,7,,,W,,,1:00:00 PM,2:59:00 PM,Kriley,Charles,Chuck,CHEM 231
2018,10,CHEM,451,A,BIOCHEMISTRY: DATA AND ANALYSIS,3,20,13,,T,,R,,10:05:00 AM,11:20:00 AM,Shaw,Kevin,,CHEM 352
2018,10,CHEM,463,A,POLYMER CHEMISTRY,2,16,6,,T,,R,,8:15:00 AM,9:05:00 AM,Cramer,Susan,,CHEM 242
2018,10,CHEM,487,A,BIOCHEMISTRY SEMINAR,1,6,4,,T,,,,1:00:00 PM,1:50:00 PM,Shaw,Kevin,,SR STATUS- BIOC MAJORS ONLY
2018,10,CHEM,488,A,CHEMISTRY SEMINAR,1,6,5,,,,,F,1:00:00 PM,1:50:00 PM,Falcetta,Michael,,SR STATUS; CHEM MAJORS ONLY
2018,10,CHEM,488,B,CHEMISTRY SEMINAR,1,6,6,,,,,,2:00:00 PM,2:50:00 PM,Falcetta,Michael,,SR STATUS; CHEM MAJORS ONLY
2018,10,CHIN,101,A,ELEMENTARY CHINESE I,3,8,8,M,,W,,F,9:00:00 AM,9:50:00 AM,Su,Shuhui,,
2018,10,CHIN,101,B,ELEMENTARY CHINESE I,3,8,6,M,,W,,F,10:00:00 AM,10:50:00 AM,Su,Shuhui,,
2018,10,CHIN,201,A,INTERMEDIATE CHINESE I,3,15,5,M,,W,,F,2:00:00 PM,2:50:00 PM,Su,Shuhui,,CHIN 102/INSTR OK
2018,10,CHIN,301,A,ADVANCED CHINESE I,3,15,2,M,,W,,F,1:00:00 PM,1:50:00 PM,Su,Shuhui,,CHIN 202/INSTR OK
2018,10,COMM,104,A,PUBLIC SPEAKING & RHETORIC,3,20,22,M,,W,,F,3:00:00 PM,3:50:00 PM,Pritchard,Patricia,Tricia,
2018,10,COMM,109,A,FORENSICS,1,15,5,M,,,,,3:00:00 PM,3:50:00 PM,Edwards,Jason,,
2018,10,COMM,110,A,PRINCIPLES OF MEDIA,3,30,29,,T,,,,6:30:00 PM,9:00:00 PM,Hammond,Ryan,,COMM MAJOR 1ST PREF
2018,10,COMM,135,A,WRITING FOR THE MEDIA,3,18,14,M,,W,,F,8:00:00 AM,8:50:00 AM,Miller,Kimberly,,COMM MAJOR 1ST PREF
2018,10,COMM,135,B,WRITING FOR THE MEDIA,3,18,17,M,,W,,F,9:00:00 AM,9:50:00 AM,Miller,Kimberly,,COMM MAJOR 1ST PREF
2018,10,COMM,135,C,WRITING FOR THE MEDIA,3,18,18,M,,W,,F,1:00:00 PM,1:50:00 PM,Pritchard,Patricia,Tricia,COMM MAJOR 1ST PREF
2018,10,COMM,207,A,THEORIES OF COMMUNICATION,3,40,20,,T,,R,,8:00:00 AM,9:15:00 AM,Brown,Daniel,,
2018,10,COMM,212,A,RESEARCH METHODS IN COMM,3,25,22,,T,,R,,11:30:00 AM,12:45:00 PM,Mobley,Jennifer,,COMM 207; COMM MAJOR
2018,10,COMM,222,A,FILM HISTORY & THEORY,3,40,21,,T,,,,2:30:00 PM,5:00:00 PM,Miller,Kimberly,,
2018,10,COMM,222,A,FILM HISTORY & THEORY,3,40,21,,T,,R,,1:00:00 PM,2:15:00 PM,Miller,Kimberly,,
2018,10,COMM,225,A,INTERCULTURAL COMMUNICATION,3,25,29,M,,W,,F,12:00:00 PM,12:50:00 PM,Brown,Daniel,,
2018,10,COMM,235,A,JOURNALISM,3,20,7,,T,,R,,2:30:00 PM,3:45:00 PM,Bandy,Gregory,,
2018,10,COMM,250,A,DIGITAL CITIZENSHIP,3,20,14,,,W,,,6:30:00 PM,9:00:00 PM,Hammond,Ryan,,
2018,10,COMM,290,A,STUDY: DEVELOPING CHARACTERS,3,24,15,,T,,R,,10:05:00 AM,11:20:00 AM,Miller,Kimberly,,
2018,10,COMM,303,A,PROFESSIONAL COMMUNICATION,3,20,22,,T,,R,,2:30:00 PM,3:45:00 PM,Mobley,Jennifer,,
2018,10,COMM,303,B,PROFESSIONAL COMMUNICATION,3,0,22,,,,,,,,Mobley,Jennifer,,TAUGHT IN FRANCE
2018,10,COMM,362,A,MEDIA LAW & ETHICS,3,30,7,M,,W,,F,2:00:00 PM,2:50:00 PM,Brown,Daniel,,
2018,10,COMM,378,A,VIDEO PRODUCTION,3,20,9,,T,,R,,11:30:00 AM,12:45:00 PM,Bandy,Gregory,,
2018,10,COMM,388,A,DOCUMENTARY FILM,3,15,7,M,,W,,F,1:00:00 PM,1:50:00 PM,Bandy,Gregory,,
2018,10,COMM,388,B,DOCUMENTARY FILM,3,15,6,M,,W,,F,2:00:00 PM,2:50:00 PM,Bandy,Gregory,,
2018,10,COMM,427,A,RHETRCL CRITICISM,3,25,18,M,,W,,F,10:00:00 AM,10:50:00 AM,Brown,Daniel,,"COMM 207, 212 JR SR MAJ"
2018,10,COMP,141,A,COMP PROGRAMMING I,3,28,27,M,,W,,F,12:00:00 PM,12:50:00 PM,Valentine,David,,
2018,10,COMP,141,B,COMP PROGRAMMING I,3,28,26,M,,W,,F,1:00:00 PM,1:50:00 PM,Valentine,David,,
2018,10,COMP,141,C,COMP PROGRAMMING I,3,28,26,M,,W,,F,3:00:00 PM,3:50:00 PM,Valentine,David,,
2018,10,COMP,155,A,INTRO TO COMPUTER SCIENCE,3,32,26,,T,,R,,11:30:00 AM,12:45:00 PM,Witmer,David,,
2018,10,COMP,155,B,INTRO TO COMPUTER SCIENCE,3,32,30,,T,,R,,2:30:00 PM,3:45:00 PM,Witmer,David,,
2018,10,COMP,220,A,COMP PROGRAMMING II,3,35,24,M,,W,,F,10:00:00 AM,10:50:00 AM,Hutchins,Jonathan,,COMP 141
2018,10,COMP,220,B,COMP PROGRAMMING II,3,35,27,M,,W,,F,11:00:00 AM,11:50:00 AM,Hutchins,Jonathan,,COMP 141
2018,10,COMP,244,A,DATABASE MGT SYSTEMS,3,40,40,,T,,R,,11:30:00 AM,12:45:00 PM,Al Moakar,Lory,,COMP 141
2018,10,COMP,290,A,STUDY:INTRO TO 3D MODELING,1,20,7,M,,,,,6:30:00 PM,7:20:00 PM,Brown,Jeremy,,
2018,10,COMP,322,A,OBJ ORIENTED ADV PROGRAMMING,3,35,26,,T,,R,,10:05:00 AM,11:20:00 AM,Valentine,David,,COMP 222
2018,10,COMP,340,A,OPERATING SYSTEMS,3,35,11,M,,W,,F,2:00:00 PM,2:50:00 PM,Al Moakar,Lory,,COMP 222 & 252 or ELEE 204
2018,10,COMP,342,A,DATA COMM & NETWORKING,3,35,27,M,,W,,F,3:00:00 PM,3:50:00 PM,Al Moakar,Lory,,COMP 220
2018,10,COMP,401,A,iOS PROGRAMMING,3,35,37,,T,,R,,2:30:00 PM,3:45:00 PM,Dellinger,Brian,,COMP 222
2018,10,COMP,422,A,INTRO TO ALGORITHMS,3,35,31,M,,W,,F,3:00:00 PM,3:50:00 PM,Dellinger,Brian,,COMP 222
2018,10,COMP,441,A,COMPUTER GAME DSN/DEV,3,35,18,M,,W,,F,11:00:00 AM,11:50:00 AM,Dellinger,Brian,,COMP 222
2018,10,COMP,442,A,WEB PROGRAMMING TECHNOLOGIES,3,35,27,M,,W,,F,2:00:00 PM,2:50:00 PM,Hutchins,Jonathan,,COMP 244
2018,10,COMP,447,A,CONSOLE GAME DESIGN/DEV,3,35,4,M,,W,,F,12:00:00 PM,12:50:00 PM,Dellinger,Brian,,"COMP 441, 446"
2018,10,COMP,448,A,COMPUTER SECURITY,3,35,30,,T,,R,,1:00:00 PM,2:15:00 PM,Al Moakar,Lory,,COMP 322
2018,10,COMP,451,A,SENIOR PROJECT I,2,35,31,M,,W,,,1:00:00 PM,1:50:00 PM,Wolfe,Britton,,COMP 350
2018,10,DESI,101,A,INTRO TO VISUAL COMM DESIGN,3,15,18,,T,,R,,1:00:00 PM,2:15:00 PM,Mucha,Nathanael,Nate,
2018,10,DESI,201,A,VISUAL COMMUNICATION DESIGN I,3,15,15,,T,,R,,10:05:00 AM,11:20:00 AM,Mucha,Nathanael,Nate,DESI 101 OR INSTR PERMISSION
2018,10,ECON,101,A,PRIN OF ECONOMICS-MICRO,3,50,50,M,,W,,F,11:00:00 AM,11:50:00 AM,Fuller,Caleb,,
2018,10,ECON,101,B,PRIN OF ECONOMICS-MICRO,3,50,45,M,,W,,F,2:00:00 PM,2:50:00 PM,Fuller,Caleb,,
2018,10,ECON,102,A,PRIN OF ECONOMICS-MACRO,3,50,45,,T,,R,,8:00:00 AM,9:15:00 AM,Herbener,Jeffrey,,
2018,10,ECON,102,B,PRIN OF ECONOMICS-MACRO,3,50,53,,T,,R,,11:30:00 AM,12:45:00 PM,Herbener,Jeffrey,,
2018,10,ECON,120,A,FOUNDATIONS OF ECONOMICS,3,40,40,M,,W,,F,1:00:00 PM,1:50:00 PM,Herbener,Jeffrey,,
2018,10,ECON,120,B,FOUNDATIONS OF ECONOMICS,3,40,38,M,,W,,F,3:00:00 PM,3:50:00 PM,Herbener,Jeffrey,,
2018,10,ECON,301,A,INTERMEDIATE MICROECON,3,24,20,,T,,R,,10:05:00 AM,11:20:00 AM,Fuller,Caleb,,ECON 101 & 102
2018,10,ECON,390,A,STUDY: TOPICS IN POLITICAL ECONOMY,3,15,10,M,,,,,6:30:00 PM,9:00:00 PM,Bradley,Anne,,ECON 101
2018,10,ECON,390,B,STUDY: INVEST THEORY BUSA VALUATION,3,15,7,,T,,R,,6:30:00 PM,7:45:00 PM,Rapp,David,,
2018,10,ECON,404,A,PUBLIC FINANCE,3,24,20,,T,,R,,1:00:00 PM,2:15:00 PM,Fuller,Caleb,,"ECON 101, 102"
2018,10,ECON,420,A,ECONOMICS COLLOQUIUM,3,20,11,M,,W,,F,9:00:00 AM,9:50:00 AM,Herbener,Jeffrey,,SR/ INSTR OK
2018,10,EDUC,202,A,FOUNDATIONS OF TEACHING,3,30,32,,T,,R,,8:00:00 AM,9:15:00 AM,Chapman,Jarrett,,
2018,10,EDUC,202,B,FOUNDATIONS OF TEACHING,3,30,32,,T,,R,,10:05:00 AM,11:20:00 AM,Chapman,Jarrett,,
2018,10,EDUC,203,A,CULTURALLY RELEVANT PEDAGOGY,3,16,20,,T,,R,,1:00:00 PM,2:15:00 PM,Blackburn,Gina,,PSYC 102; EDUC 202
2018,10,EDUC,203,B,CULTURALLY RELEVANT PEDAGOGY,3,16,16,,T,,R,,2:30:00 PM,3:45:00 PM,Blackburn,Gina,,PSYC 102;EDUC 202
2018,10,EDUC,204,A,THE TECHNOLOGIES OF INSTRUCTION,3,45,41,M,,W,,F,8:00:00 AM,8:50:00 AM,Fecich,Samantha,,
2018,10,EDUC,213,A,ELEMENTARY MUSIC PEDAGOGY,2,30,9,M,,W,,,9:00:00 AM,9:50:00 AM,Paparone,Stacy,,
2018,10,EDUC,281,A,EARLY CHILDHOOD FIELD EXPERIENCE,1,24,26,,,,,,,,Munson,Jolene,,
2018,10,EDUC,305,B,BASIC PRIN CURRICULUM/INSTRUCTION,3,24,6,,T,,R,,1:00:00 PM,2:15:00 PM,Stephens,John,,MATH/SCI MAJORS
2018,10,EDUC,306,A,SEC MATH METH/FIELD EX,2,25,2,,,,R,,4:00:00 PM,5:50:00 PM,Bodamer,Amy,,"CON/W-EDUC 305, JR OR SR"
2018,10,EDUC,310,A,SEC SOCIAL SCIENCE METH/FIELD EX,2,0,0,,,,,,,,Snyder,David,,CON/W-EDUC 305 -By Appointment
2018,10,EDUC,311,A,ELEM MUSIC METH FOR MUS ED MAJORS,3,25,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Paparone,Stacy,,MUSIC MAJORS ONLY
2018,10,EDUC,323,A,TEACHING PRIM/ELEM LITERACY,3,15,16,M,,W,,F,8:00:00 AM,8:50:00 AM,Culbertson,Linda,,SPECIAL ED SECTION ONLY
2018,10,EDUC,323,B,TEACHING PRIM/ELEM LITERACY,3,15,15,M,,W,,F,9:00:00 AM,9:50:00 AM,Culbertson,Linda,,CON W/ EDUC 382
2018,10,EDUC,323,C,TEACHING PRIMARY/ELEM LITERACY,3,15,13,M,,W,,F,10:00:00 AM,10:50:00 AM,Scheffler,Patricia,,CON W/ EDUC 382
2018,10,EDUC,324,A,TEACHING ELEM SOC/SCI,3,24,23,M,,W,,F,1:00:00 PM,1:50:00 PM,Dreves,Susan,Sue,SOPH STATUS
2018,10,EDUC,325,A,TEACHING ELEM SCI/HEALTH,3,24,24,,T,,R,,8:00:00 AM,9:15:00 AM,Dreves,Susan,Sue,SOPH STATUS
2018,10,EDUC,327,A,TEACHING ELEM MATH,3,24,22,M,,W,,F,11:00:00 AM,11:50:00 AM,Scheffler,Patricia,,SPEC ED ONLY
